id,Name,titleProject_id,class,score,login,password
323,Багапов Вячеслав Сергеевич,99,7д,4,VsBwmJ2o,Багапов_ВС
324,Люцарева Яна Аркадьевна,376,11б,2,8VGhdUDI,Люцарева_ЯА
325,Боготынина София Егоровна,63,11б,5,Tpd8ZxIZ,Боготынина_СЕ
326,Саюшкин Игорь Алексиевич,211,11х,5,rgr3usHc,Саюшкин_ИА
327,Потешных Тамара Николаевна,468,11в,3,XpJ86Hcb,Потешных_ТН
328,Незлина Жанна Василевна,426,8б,5,9trlMOOd,Незлина_ЖВ
329,Федичева Вероника Кирилловна,37,7х,4,7CQfJV93,Федичева_ВК
330,Пустынкин Вадим Антонович,388,10в,5,P60Mxuqc,Пустынкин_ВА
331,Аринакова Ирина Михайловна,150,8в,5,gZidJ3QJ,Аринакова_ИМ
332,Обиралкова Мария Егоровна,294,11т,5,Xc4CFtB1,Обиралкова_МЕ
333,Аристарова Валентина Максимовна,443,11г,2,sm6TwrkB,Аристарова_ВМ
334,Яуров Герасим Юрьевич,38,9а,5,gjqi4R5K,Яуров_ГЮ
335,Духонькин Вячеслав Фёдорович,2,9в,4,LoIiX5pr,Духонькин_ВФ
336,Гвасков Евгений Михаилович,402,9в,5,p4ZMFEjJ,Гвасков_ЕМ
337,Жабынина Галина Николаевна,185,7х,5,eiW2S8Ll,Жабынина_ГН
338,Шерюкова Виолетта Романовна,440,9б,4,mC8r5eR2,Шерюкова_ВР
339,Колокатов Пётр Евгеньевич,484,10в,3,WQt0E2CO,Колокатов_ПЕ
340,Шайдуков Андрей Михаилович,317,9и,4,3HPmNO3l,Шайдуков_АМ
341,Смирнягина Дарья Игоревна,425,10в,4,8NDgeNRw,Смирнягина_ДИ
342,Штырева Ева Олеговна,258,11и,2,FfuQZm9A,Штырева_ЕО
343,Ашукин Вячеслав Михаилович,191,10т,4,VrIBL47k,Ашукин_ВМ
344,Рубченкова Галина Алексеевна,190,9в,3,X4WJrYcv,Рубченкова_ГА
345,Зархин Иван Алексиевич,478,11и,5,RRnIak1N,Зархин_ИА
346,Адиотов Дмитрий Павлович,156,7б,3,3eiufQvO,Адиотов_ДП
347,Тищенкова Раиса Валерьевна,79,7д,3,Xckg1mot,Тищенкова_РВ
348,Лозеев Илья Петрович,205,10д,2,LIAjWr25,Лозеев_ИП
349,Кобяшов Герасим Михаилович,305,11т,2,6EeZ9UeI,Кобяшов_ГМ
350,Ронова Клавдия Валерьевна,107,7и,4,tW1tK21i,Ронова_КВ
351,Стрижнов Алексей Евгеньевич,385,11г,3,k6FYO4xe,Стрижнов_АЕ
352,Волынский Алексей Виталиевич,362,11т,5,rPh5G9ln,Волынский_АВ
353,Машонский Василий Данилович,23,9д,5,mx9EUxil,Машонский_ВД
354,Буриева Зинаида Аркадьевна,104,11д,4,cs2OSoWg,Буриева_ЗА
355,Борщина Алёна Ивановна,377,11а,5,n1z9Xto1,Борщина_АИ
356,Белчков Олег Иванович,275,10а,4,1GeIBnss,Белчков_ОИ
357,Остропиков Альберт Данилович,157,8г,2,oEoZ4bUQ,Остропиков_АД
358,Оргонова Любовь Максимовна,264,7б,4,vyDm0MnF,Оргонова_ЛМ
359,Мальков Юрий Евгеньевич,228,7г,3,J5if67bH,Мальков_ЮЕ
360,Свльхова Наталья Вадимовна,160,9т,5,X7BL98w9,Свльхова_НВ
361,Мякушков Герасим Леонидович,102,10т,3,pZ9T6pTs,Мякушков_ГЛ
362,Межуев Георгий Юриевич,355,8г,4,77LBiOV7,Межуев_ГЮ
363,Чериншев Александр Сергеевич,439,8а,2,QUC60jva,Чериншев_АС
364,Муниров Алексей Андреевич,117,11г,3,hLI9yAv1,Муниров_АА
365,Климухин Руслан Романович,269,10в,3,4MFWbt0W,Климухин_РР
366,Дембская Екатерина Никитична,64,11б,4,6xFhUPzw,Дембская_ЕН
367,Тюнеев Яков Фёдорович,417,10т,2,sCTx3U5Q,Тюнеев_ЯФ
368,Трушитин Антон Данилович,168,9х,3,yeWMWey7,Трушитин_АД
369,Балакишиев Роман Алексиевич,143,11х,5,C8rxn9xQ,Балакишиев_РА
370,Немтюрева Валерия Аркадьевна,12,10г,4,gbq8wDZX,Немтюрева_ВА
371,Складанова Клавдия Аркадьевна,257,9а,3,q0cEgJFd,Складанова_КА
372,Заходина Полина Леонидовна,93,10д,4,tnWg4XJK,Заходина_ПЛ
373,Муринов Анатолий Борисович,171,11б,5,3vZuNqC1,Муринов_АБ
374,Гришалова Любовь Евгеньевна,301,8т,3,6YexWshq,Гришалова_ЛЕ
375,Ситчихин Станислав Георгиевич,247,8т,5,sclwBzE6,Ситчихин_СГ
376,Просяных Георгий Василиевич,366,9в,2,ZAM0lYGv,Просяных_ГВ
377,Дзабиев Григорий Георгиевич,259,11д,5,4knivU2N,Дзабиев_ГГ
378,Рыбаулин Григорий Алексеевич,140,11а,5,gY6SS8FR,Рыбаулин_ГА
379,Тупиева Екатерина Ивановна,400,7д,2,OAnE8qwl,Тупиева_ЕИ
380,Куверчева Алена Ивановна,170,10д,3,dh9sb7La,Куверчева_АИ
381,Цаблинова Виктория Богдановна,342,9г,4,hYjjs90G,Цаблинова_ВБ
382,Синенков Григорий Леонидович,230,9в,5,yeBb6ykU,Синенков_ГЛ
383,Лизункин Артур Олегович,4,11в,5,06Pme16O,Лизункин_АО
384,Славущева Александра Эдуардовна,81,8а,5,Ej8GKkN4,Славущева_АЭ
385,Шахвердов Дмитрий Антонович,132,11б,2,WQeTwNw5,Шахвердов_ДА
386,Рапацкая Ольга Ивановна,223,10г,3,7ZZv7x2H,Рапацкая_ОИ
387,Сторокожев Виталий Аркадиевич,159,9б,2,M2NRXR2w,Сторокожев_ВА
388,Половодов Кирилл Николаевич,18,8т,5,6GC976xn,Половодов_КН
389,Халтанова Алена Дмитриевна,49,8б,3,BfA87fSg,Халтанова_АД
390,Заложнев Роман Фёдорович,448,8в,4,MAY1mvAE,Заложнев_РФ
391,Рыжих Кристина Аркадьевна,213,7а,4,Ic8fVwTx,Рыжих_КА
392,Буров Руслан Игоревич,405,11и,5,U03rG5Uf,Буров_РИ
393,Гачков Виталий Евгеньевич,277,9т,4,BCg6e8zo,Гачков_ВЕ
394,Кадилов Геннадий Борисович,225,10в,3,XZ6Vlvs2,Кадилов_ГБ
395,Гликина Алёна Эдуардовна,454,9б,3,8u14ZBlt,Гликина_АЭ
396,Ичкинина Любовь Андреевна,299,8г,5,xCnUlKP4,Ичкинина_ЛА
397,Мозшорина Кира Дмитриевна,65,8б,3,bbN7bp1b,Мозшорина_КД
398,Брижеватов Константин Борисович,152,11т,2,9CwWuohs,Брижеватов_КБ
399,Бучеров Тарас Викторович,429,10д,4,njxoR3br,Бучеров_ТВ
400,Мисютина Валерия Эдуардовна,368,9г,2,pL0xK3Hi,Мисютина_ВЭ
401,Льянов Федор Вадимович,328,8а,4,9hqOcMdM,Льянов_ФВ
402,Щуркин Георгий Яковлевич,180,8в,4,ma5gBGmM,Щуркин_ГЯ
403,Акулин Федор Адамович,241,10г,4,14cg8Sno,Акулин_ФА
404,Волженкова Екатерина Ивановна,233,9д,4,IAZeg8CV,Волженкова_ЕИ
405,Махометова София Викторовна,424,8и,3,VFdo1DIW,Махометова_СВ
406,Зызлов Геннадий Антонович,274,7в,3,YWB7Eymm,Зызлов_ГА
407,Девляшова Кира Олеговна,51,11д,5,6e5ic9Kn,Девляшова_КО
408,Яковкина Алена Никитична,320,9т,5,AJBgilD0,Яковкина_АН
409,Бузулев Вадим Николаевич,331,10д,3,Ffttv7bK,Бузулев_ВН
410,Ганельский Юрий Юриевич,474,9д,3,N8hAvQ9C,Ганельский_ЮЮ
411,Шкапрова Ева Ивановна,371,7б,5,PdnZf5S8,Шкапрова_ЕИ
412,Чичирин Владимир Георгиевич,11,10а,4,7xmFNTDd,Чичирин_ВГ
413,Шилова Надежда Викторовна,124,9б,2,nkgdrm1T,Шилова_НВ
414,Коваев Руслан Михаилович,487,9т,3,8btH15t4,Коваев_РМ
415,Саверина Надежда Андреевна,407,11б,4,lc5wZpyd,Саверина_НА
416,Тишанкин Олег Адамович,334,9д,3,AGjgL9Yf,Тишанкин_ОА
417,Широпаев Валерий Сергеевич,406,9б,2,k47FbDLs,Широпаев_ВС
418,Щепанин Олег Адамович,226,7а,3,NfV8xGZ7,Щепанин_ОА
419,Оплетин Владислав Аркадиевич,361,10х,4,uLoJE6ge,Оплетин_ВА
420,Оденова Карина Андреевна,409,8и,4,lIUGly3r,Оденова_КА
421,Семагин Альберт Андреевич,456,10х,4,EARv55tX,Семагин_АА
422,Черданцева Анастасия Олеговна,128,8х,3,dxGK4dfW,Черданцева_АО
423,Лонцова Елизавета Эдуардовна,224,7х,3,AxWgi57Q,Лонцова_ЕЭ
424,Сарсекеева Алёна Никитична,462,11и,4,2mO5D7D9,Сарсекеева_АН
425,Аковецкий Антон Евгеньевич,500,8б,4,GhUg3AKd,Аковецкий_АЕ
426,Аратский Станислав Борисович,351,9и,2,5T8rspod,Аратский_СБ
427,Чужриков Пётр Денисович,200,9в,3,z09xpHHH,Чужриков_ПД
428,Никитшин Алексей Кириллович,111,11и,3,b8gPHnUi,Никитшин_АК
429,Симендяев Василий Алексиевич,45,8д,4,iN5xjaWB,Симендяев_ВА
430,Ошитков Максим Сергеевич,151,10г,4,3M2ou4A4,Ошитков_МС
431,Юрасов Евгений Романович,338,9и,3,Wmu5rx35,Юрасов_ЕР
432,Головяшин Павел Юриевич,179,7г,5,aBu5EGfU,Головяшин_ПЮ
433,Манжурина Екатерина Сергеевна,219,7т,3,n4WvXH9z,Манжурина_ЕС
434,Никурашин Олег Евгеньевич,291,11х,2,D5tB3wyh,Никурашин_ОЕ
435,Бехтерев Федор Вадимович,137,9х,3,ZyVatv23,Бехтерев_ФВ
436,Годлевская Катерина Дмитриевна,403,11г,3,AtpNIrt5,Годлевская_КД
437,Акиярова Алина Эдуардовна,9,11а,4,dMvyGQB4,Акиярова_АЭ
438,Милина Алена Петровна,359,8г,3,DmedwRP7,Милина_АП
439,Воловин Борис Викторович,350,7т,2,trALsZA4,Воловин_БВ
440,Туморина Ксения Федоровна,133,8б,5,8S1RGxpM,Туморина_КФ
441,Желейков Вячеслав Яковлевич,199,8г,3,p1qtxK4k,Желейков_ВЯ
442,Шишорнина Екатерина Алексеевна,183,8т,3,lr85jQsR,Шишорнина_ЕА
443,Юумогулова Виолетта Игоревна,311,10х,3,RAFsnl85,Юумогулова_ВИ
444,Рецков Денис Денисович,85,10д,2,rjer36IB,Рецков_ДД
445,Химунина Елизавета Ивановна,392,7д,2,Q0H6rNpq,Химунина_ЕИ
446,Кобрянов Александр Алексиевич,455,7т,2,UgKx8idc,Кобрянов_АА
447,Бирылов Тарас Данилович,243,11а,3,0iW1NplG,Бирылов_ТД
448,Туфатулин Ярослав Леонидович,485,8х,4,d35xO0QN,Туфатулин_ЯЛ
449,Долбишев Николай Аркадиевич,292,10б,5,JPVq94ci,Долбишев_НА
450,Махтумова Алёна Эдуардовна,186,10б,4,A5p1wasb,Махтумова_АЭ
451,Нарзаркин Алексей Романович,423,10т,2,cGdl6wId,Нарзаркин_АР
452,Куранина Алена Леонидовна,196,9б,4,d9UvGfcl,Куранина_АЛ
453,Ситюков Аркадий Евгеньевич,32,10в,3,yzEeZ2iQ,Ситюков_АЕ
454,Мизюрова Алиса Никитична,176,7г,4,RjPtx1gN,Мизюрова_АН
455,Пандурова Алиса Дмитриевна,130,9б,2,tH3kmTnE,Пандурова_АД
456,Жилейкин Борис Тимофеевич,91,7в,2,LzYKUX16,Жилейкин_БТ
457,Корпункова Виолетта Сергеевна,83,11а,3,jy5ettNH,Корпункова_ВС
458,Пашохонова Анастасия Федоровна,467,9в,4,3HslW6Ha,Пашохонова_АФ
459,Сузальцева Тамара Михайловна,357,8х,4,dJy7cwuC,Сузальцева_ТМ
460,Чиличкина Светлана Яковлевна,5,8в,5,ZnjA3vgc,Чиличкина_СЯ
461,Шантыкова Карина Максимовна,198,10д,3,tO6yKqGe,Шантыкова_КМ
462,Недосекин Владислав Яковлевич,457,10а,4,DJLW3wt4,Недосекин_ВЯ
463,Максимкин Федор Фёдорович,172,10г,2,HH0bCz7V,Максимкин_ФФ
464,Матбиюшина Виктория Игоревна,237,8д,2,mpogqW55,Матбиюшина_ВИ
465,Шишкунов Герасим Юрьевич,110,8т,4,qea0Pw92,Шишкунов_ГЮ
466,Сухинин Георгий Алексиевич,475,10х,4,ZqpoFJQ9,Сухинин_ГА
467,Бисеева Полина Романовна,48,7д,5,IOvcke9U,Бисеева_ПР
468,Жукулов Михаил Денисович,60,11г,3,fJ7ClA70,Жукулов_МД
469,Тоняев Герасим Петрович,378,9т,5,PCw1zN6u,Тоняев_ГП
470,Шушенкова Алёна Олеговна,36,7и,2,H93aOXyd,Шушенкова_АО
471,Разроев Дмитрий Павлович,59,9а,2,X4wRiPwi,Разроев_ДП
472,Баззаев Анатолий Данилович,339,9д,2,DbQiuED2,Баззаев_АД
473,Цекова Алла Олеговна,50,8д,2,OYwkra1h,Цекова_АО
474,Аборонова Алиса Алексеевна,444,7г,5,tRMCWY0r,Аборонова_АА
475,Ягловская Ева Олеговна,181,8в,4,m9377lBf,Ягловская_ЕО
476,Шароварова Яна Романовна,175,8а,4,Q83mRq7E,Шароварова_ЯР
477,Общев Яков Викторович,466,8а,4,kP3ZmU0s,Общев_ЯВ
478,Ойзерская Катерина Эдуардовна,120,7х,2,Oqaghl50,Ойзерская_КЭ
479,Прусский Ярослав Иванович,479,11б,2,JeiEll7a,Прусский_ЯИ
480,Лабинов Павел Алексеевич,272,7б,5,a3mXKnPR,Лабинов_ПА
481,Покровов Эдуард Павлович,312,8б,2,ZS6UY1b4,Покровов_ЭП
482,Мачехин Эдуард Данилович,19,7д,3,ibP1jz4S,Мачехин_ЭД
483,Кодорская Раиса Ивановна,27,11б,3,3hoxk2Co,Кодорская_РИ
484,Кондраева Марина Ивановна,469,9д,3,8HunVDBz,Кондраева_МИ
485,Бульенков Валентин Иванович,136,10т,4,aEa9uc3j,Бульенков_ВИ
486,Тагакова Вероника Яковлевна,393,8т,4,Jgy22QG0,Тагакова_ВЯ
487,Гершанова Любовь Евгеньевна,383,11т,5,lNCoVf9s,Гершанова_ЛЕ
488,Салина Алена Егоровна,73,11в,5,7xkJ39av,Салина_АЕ
489,Фрумова Зинаида Аркадьевна,78,8а,4,jEULV2VA,Фрумова_ЗА
490,Хорняков Борис Борисович,13,8г,2,Eo6fh44y,Хорняков_ББ
491,Гдагазина Лиза Василевна,212,9т,5,7xYiYbpv,Гдагазина_ЛВ
492,Агаршев Ярослав Михаилович,276,9т,2,Vv1hzCmp,Агаршев_ЯМ
493,Корюшин Пётр Антонович,326,8х,2,cGI9Cj86,Корюшин_ПА
494,Калаев Пётр Алексиевич,68,8а,3,ZfqM4RVi,Калаев_ПА
495,Ккаталкина Виолетта Егоровна,53,7б,2,C5iXiPNZ,Ккаталкина_ВЕ
496,Рачнов Герасим Алексеевич,103,10а,5,Je6XOGm0,Рачнов_ГА
497,Миндубаева Людмила Леонидовна,477,11и,2,PSlCNSP5,Миндубаева_ЛЛ
498,Агафьева Вера Ивановна,352,11х,3,JuS1FxCj,Агафьева_ВИ
499,Житин Эдуард Адамович,481,9а,5,j9oesVMn,Житин_ЭА
